职位名称,名称,地点,分类,时间,工作内容
WXG02-微信专家数据分析师（广州）,WXG ," 广州,中国 ", 技术 ,2021/10/4,"1、与业务方合作，负责科学分析产品、运营、推荐等核心策略，为业务策略迭代提供决策依据；
2、科学制定业务的指标评估体系、监控及分析指标异动原因，并构建关键数据集以支持数据运营和探索性分析；
3、科学地进行A/B Testing，包括设计和执行实验，并根据实验结果提出优化的业务策略；
4、负责增长分析、因果推断、社交传播等专题，识别并量化归因业务问题或社会现象，以数据洞察来驱动微信生态商业模式发现、用户增长机会、产品体验优化等。"
WXG02-大数据后台开发工程师（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4," 负责微信大数据平台建设和运营;
 负责资源调度系统（自研和 k8s）的研发和运营;
 负责分布式计算/实时计算框架（如 tensorflow、flink、spark 等）的研发和运营;

  "
WXG02-大数据后台开发工程师（广州）,WXG ," 广州,中国 ", 技术 ,2021/10/4," 负责微信大数据平台建设和运营;
 负责资源调度系统（自研和 k8s）的研发和运营;
 负责分布式计算/实时计算框架（如 tensorflow、flink、spark 等）的研发和运营;

  "
WXG02-内容挖掘算法高级工程师（视频号）（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,主要负责文本、视频、多模态内容理解算法的研发和应用，KG与用户画像的结合，服务微信视频号内容画像和用户画像建设。
WXG02-内容挖掘算法高级工程师（视频号）（广州）,WXG ," 广州,中国 ", 技术 ,2021/10/4,主要负责文本、视频、多模态内容理解算法的研发和应用，KG与用户画像的结合，服务微信视频号内容画像和用户画像建设。
WXG02-113 微信后台运营开发工程师（平台运营)（广州）,WXG ," 广州,中国 ", 技术 ,2021/10/4,"1. 负责微信后台基础组件相关支撑平台的开发及维护；
2. 负责研发效能相关平台的建设，致力于提升基础研发效率； "
WXG02-微信ABtest实验系统后台开发工程师 （深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,负责微信实验系统后台开发 : c/c++高性能模块开发，clickhouse/hadoop/spark/flink 数据计算模块开发。
WXG12-143 微信后台策略安全工程师（广州）,WXG ," 广州,中国 ", 技术 ,2021/10/4,"1. 负责微信业务安全的相关工作，包括恶意行为分析及相应的安全策略制定与打击
2. 负责微信安全风控系统的建设

注：广州深圳两地办公均可。"
WXG02-121 微信图形图像应用客户端开发工程师（视频号）（北京）,WXG ," 北京,中国 ", 技术 ,2021/10/4,负责微信场景下视觉特效、图形图像类应用的客户端开发，以及在视频号、视频通话、直播、特效开放平台等场景下的应用落地，包括但不限于图像美化、动效贴纸等业务。
WXG02-121 微信图形图像应用客户端开发工程师（视频号）（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,负责微信场景下视觉特效、图形图像类应用的客户端开发，以及在视频号、视频通话、直播、特效开放平台等场景下的应用落地，包括但不限于图像美化、动效贴纸等业务。
WXG02-微信视频内核技术高级研究员（深圳/北京/广州/成都）,WXG ," 北京,中国 ", 技术 ,2021/10/4,"微信多媒体团队专注于最实用的音视频、图像等方面技术研究。目前自研WAVE引擎（Wechat Audio Video Engine）等各类自主创新技术已广泛应用于微信的音视频通话、多人通话、多媒体消息、朋友圈、公众平台、视频号等各项功能。每天支撑了数亿的视频通话、数十亿的视频播放、数百亿的图片查看。专业&专注，我们一直在多媒体领域砥砺前行，努力为用户提供最佳的语音视频业务体验。加入我们，你将拥有从技术预研到落地应用再到海量运营的梦想实现全过程成就感体验。未来还会有更多更好玩的业务，等你来与我们一同并肩开启！
本岗位负责视频图像编解码技术研究与算法优化，主要面向微信视频通话，直播，朋友圈、视频号、消息等微信上各类图片和视频文件压缩相关业务，以及未来视频图像相关的潜在应用。"
WXG02-121 微信并行计算高级工程师（视频号）（北京）（北京）,WXG ," 北京,中国 ", 技术 ,2021/10/4,"1.计算机视觉、深度学习等算法在 CPU/GPU/DSP 上的高性能实现与调优；
2.引导算法团队设计性能/功耗兼顾的算法；"
WXG02-121 微信并行计算高级工程师（视频号）（北京）（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"1.计算机视觉、深度学习等算法在 CPU/GPU/DSP 上的高性能实现与调优；
2.引导算法团队设计性能/功耗兼顾的算法；"
WXG02-微信数据平台研发工程师（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"1.负责大数据计算、分析平台的开发和运营
2.负责海量数据实时处理系统的开发，以及运营体系搭建
5.负责对接平台上微信各业务的数据开发和运营工作"
WXG02-116 微信后台测试开发工程师（广州）,WXG ," 广州,中国 ", 技术 ,2021/10/4,"负责大规模软件项目（比如微信搜索推荐业务）后台质量保证； 
设计具有高度扩展性、可靠性强、与高性能的测试框架，根据业务特点开发匹配测试工具； 
优化软件开发周期，提高产品质量，推动内建的产品质量； 
测试方法/工具的创新"
WXG02-微信游戏专项测试工程师（深圳/广州）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,微信游戏平台、微信小游戏、游戏（视频号）直播 等方向的版本质量保障、测试技术和能力建设、研发效能改进等工作。
WXG02-微信游戏测试开发工程师（深圳/广州））,WXG ," 深圳,中国 ", 技术 ,2021/10/4,负责微信游戏平台、微信小游戏、游戏（视频号）直播 等方向的测试能力、工具、平台建设和前沿测试技术探索等工作。
WXG02-应用机器学习平台工程师 - 推荐算法,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"1. 设计和实现可靠的大规模机器学习系统
2. 负责推荐算法各环节（样本生成、特征工程、模型训练、在线服务）的实现和稳定运转
3. 参与到具体业务中，优化模型和策略，提升推荐效果"
WXG02-117 微信音视频研发工程师（深圳/广州）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"参与微信视频号直播/群直播功能的开发，保障微信版本直播底层相关优化点的研发；
负责底层传输技术优化、音视频开发、直播Qos质量提升、系统维护、质量监控体系等基础建设等。"
WXG02-122 微信数据推荐系统开发工程师（视频号）（深圳/广州）（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,负责微信数据推荐系统开发、高性能数据服务框架设计与开发；提升微信数据平台的影响力和易用性。
WXG02-122 微信数据推荐系统开发工程师（视频号）（深圳/广州）（广州）,WXG ," 广州,中国 ", 技术 ,2021/10/4,负责微信数据推荐系统开发、高性能数据服务框架设计与开发；提升微信数据平台的影响力和易用性。
WXG02-微信ABtest实验平台算法研究员,WXG ," 广州,中国 ", 技术 ,2021/10/4,"1、参与微信实验系统统计模型与算法的应用研究。
2、针对微信内部各类实验所产生的海量数据，思考如何设计并实现可靠，准确，高效的算法来对数据进行分析和挖掘。
3、将数据分析和挖掘的算法落地到实验系统，给使用实验系统的用户带来科学，直观的分析结论，以数据驱动业务的决策。"
WXG02-微信ABtest实验平台大数据开发工程师,WXG ," 广州,中国 ", 技术 ,2021/10/4,"1、参与微信实验系统的工程开发和算法实现。
2、针对微信内部各类实验所产生的海量数据，设计并实现可靠，高效，可扩展的数据分布式存储，计算流程。
3、运用数据分析和挖掘的算法落地到实验系统，给使用实验系统的用户带来科学，直观的分析结论，以数据驱动业务的决策。"
WXG02-数据中心实时数仓平台(ClickHouse)研发工程师,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"负责微信数据中心实时数仓平台建设;
负责ClickHouse内核优化和新特性开发;
负责完善周边工具, 保障服务稳定。"
WXG02-微信大数据安全研发工程师（广州）,WXG ," 广州,中国 ", 技术 ,2021/10/4,"1.负责微信数据安全与隐私保护能力建设加强，提出解决方案并设计，落实推动（包括不限于4A认证，密码学，追踪取证，隐私保护等技术)；
2.负责大数据基础组件(Hadoop,ClickHouse,Pulsar)等安全性的建设加固提升，提供云原生架构下的企业大型平台及重要服务的安全防控能力；
2.负责面向云原生安全基础设施建设，以保证提供计算平台，调度平台，线服务、大数据组件，数据库等数据挖掘使用场景的安全防控能力；
4.参与对研发过程微信数据治理和改进；数据安全事件的追溯、取证；数据安全态势分析、评估与应急响应；"
WXG02-大数据平台运营工程师,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"1.负责大数据计算和挖掘平台的运营
2.负责核心数据指标的维护和监控
3.负责对接平台上微信各业务的数据开发和运营工作"
WXG02-微信大数据安全研发工程师（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"1.负责微信数据安全与隐私保护能力建设加强，提出解决方案并设计，落实推动（包括不限于4A认证，密码学，追踪取证，隐私保护等技术)；
2.负责大数据基础组件(Hadoop,ClickHouse,Pulsar)等安全性的建设加固提升，提供云原生架构下的企业大型平台及重要服务的安全防控能力；
2.负责面向云原生安全基础设施建设，以保证提供计算平台，调度平台，线服务、大数据组件，数据库等数据挖掘使用场景的安全防控能力；
4.参与对研发过程微信数据治理和改进；数据安全事件的追溯、取证；数据安全态势分析、评估与应急响应；"
WXG02-微信ABtest实验平台算法研究员（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"1、参与微信实验系统统计模型与算法的应用研究。
2、针对微信内部各类实验所产生的海量数据，思考如何设计并实现可靠，准确，高效的算法来对数据进行分析和挖掘。
3、将数据分析和挖掘的算法落地到实验系统，给使用实验系统的用户带来科学，直观的分析结论，以数据驱动业务的决策。"
WXG02-微信ABtest实验平台算法研究员（北京）,WXG ," 北京,中国 ", 技术 ,2021/10/4,"1、参与微信实验系统统计模型与算法的应用研究。
2、针对微信内部各类实验所产生的海量数据，思考如何设计并实现可靠，准确，高效的算法来对数据进行分析和挖掘。
3、将数据分析和挖掘的算法落地到实验系统，给使用实验系统的用户带来科学，直观的分析结论，以数据驱动业务的决策。"
WXG02-微信ABtest实验平台大数据开发工程师（深圳）,WXG ," 深圳,中国 ", 技术 ,2021/10/4,"1、参与微信实验系统的工程开发和算法实现。
2、针对微信内部各类实验所产生的海量数据，设计并实现可靠，高效，可扩展的数据分布式存储，计算流程。
3、运用数据分析和挖掘的算法落地到实验系统，给使用实验系统的用户带来科学，直观的分析结论，以数据驱动业务的决策。"
